Date,Zone,Day,CodedDay,CodedWeather,Temperature,Realtime,AOR
16-02-2016 10:30,64,Tuesday,3,30,62,22.66666667,3.7
23-02-2016 10:30,64,Tuesday,3,28,61,22.66666667,3.6
17-05-2016 10:30,64,Tuesday,3,34,64,27.73333333,3.9
26-01-2016 10:30,64,Tuesday,3,28,52,22.36666667,2.7
24-05-2016 10:30,64,Tuesday,3,23,57,25.11666667,3.2
31-05-2016 10:30,64,Tuesday,3,34,58,25.56666667,3.3
07-06-2016 10:30,64,Tuesday,3,26,57,24.83333333,3.2
14-06-2016 10:30,64,Tuesday,3,23,56,21.03333333,3.1
21-06-2016 10:30,64,Tuesday,3,32,62,23.46666667,3.7
28-06-2016 10:30,64,Tuesday,3,34,53,21.85,2.8
05-07-2016 10:30,64,Tuesday,3,23,58,27.66666667,3.3
12-07-2016 10:30,64,Tuesday,3,23,55,21.35,3
19-07-2016 10:30,64,Tuesday,3,23,55,24.15,3
26-07-2016 10:30,64,Tuesday,3,28,62,23.8,3.7
02-08-2016 10:30,64,Tuesday,3,26,56,22.3,3.1
09-08-2016 10:30,64,Tuesday,3,28,56,20.86666667,3.1
16-08-2016 10:30,64,Tuesday,3,26,54,19.51666667,2.9
23-08-2016 10:30,64,Tuesday,3,26,59,22.51666667,3.4
30-08-2016 10:30,64,Tuesday,3,32,60,24.01666667,3.5
06-09-2016 10:30,64,Tuesday,3,32,61,21.13333333,3.6
13-09-2016 10:30,64,Tuesday,3,34,61,19.98333333,3.6
13-04-2016 19:00,115,Wednesday,4,30,57,25.9,3.2
03-02-2016 19:00,115,Wednesday,4,27,55,26.31666667,3
16-12-2015 19:00,115,Wednesday,4,29,46,38.01666667,2.1
20-04-2016 19:00,115,Wednesday,4,28,63,32.83333333,3.8
27-04-2016 19:00,115,Wednesday,4,24,55,24.58333333,3
02-03-2016 19:00,115,Wednesday,4,26,61,22.93333333,3.6
04-05-2016 19:00,115,Wednesday,4,26,58,18.5,3.3
11-05-2016 19:00,115,Wednesday,4,28,57,26.36666667,3.2
09-03-2016 19:00,115,Wednesday,4,26,63,24.55,3.8
16-03-2016 19:00,115,Wednesday,4,30,69,28.01666667,4.4
17-12-2015 19:30,118,Thursday,5,29,54,27.01666667,2.9
14-04-2016 19:30,118,Thursday,5,24,57,25.75,3.2
21-04-2016 19:30,118,Thursday,5,23,62,22.9,3.7
28-04-2016 19:30,118,Thursday,5,24,57,25.43333333,3.2
03-03-2016 19:30,118,Thursday,5,26,61,22.23333333,3.6
05-05-2016 19:30,118,Thursday,5,28,61,24.43333333,3.6
12-05-2016 19:30,118,Thursday,5,23,57,25.73333333,3.2
10-03-2016 19:30,118,Thursday,5,11,61,26.81666667,3.6
17-03-2016 19:30,118,Thursday,5,34,67,23.95,4.2
24-03-2016 19:30,118,Thursday,5,23,58,27.41666667,3.3
18-12-2015 20:00,121,Friday,6,11,53,31.11666667,2.8
15-04-2016 20:00,121,Friday,6,23,61,24.56666667,3.6
22-04-2016 20:00,121,Friday,6,23,58,23.23333333,3.3
29-04-2016 20:00,121,Friday,6,24,55,24.58333333,3
12-02-2016 20:00,121,Friday,6,27,60,22.13333333,3.5
04-03-2016 20:00,121,Friday,6,27,63,24.66666667,3.8
06-05-2016 20:00,121,Friday,6,28,58,26.06666667,3.3
13-05-2016 20:00,121,Friday,6,32,58,25.6,3.3
11-03-2016 20:00,121,Friday,6,11,54,27.88333333,2.9
18-03-2016 20:00,121,Friday,6,28,58,27.86666667,3.3
25-03-2016 20:00,121,Friday,6,23,58,25,3.3
05-02-2016 20:00,121,Friday,6,29,55,17.38333333,3
12-02-2016 20:00,121,Friday,6,27,60,22.13333333,3.5
19-02-2016 20:00,121,Friday,6,26,53,25.4,2.8
26-02-2016 20:00,121,Friday,6,26,58,25.35,3.3
