Date,Zone,Day,CodedDay,CodedWeather,Temperature,Realtime,AOR
12-04-2016 10:30,64,Tuesday,3,30,53,24.38333333,4.3
02-02-2016 10:30,64,Tuesday,3,26,48,23.8,3.8
22-12-2015 10:30,64,Tuesday,3,26,57,24.43333333,4.7
19-04-2016 10:30,64,Tuesday,3,30,64,22.66666667,5.4
26-04-2016 10:30,64,Tuesday,3,26,53,26.5,4.3
03-05-2016 10:30,64,Tuesday,3,26,56,17.9,4.6
10-05-2016 10:30,64,Tuesday,3,30,56,23.83333333,4.6
08-03-2016 10:30,64,Tuesday,3,28,59,21.36666667,4.9
15-03-2016 10:30,64,Tuesday,3,30,53,22.95,4.3
22-03-2016 10:30,64,Tuesday,3,30,56,27.4,4.6
29-03-2016 10:30,64,Tuesday,3,32,53,23.4,4.3
02-02-2016 10:30,64,Tuesday,3,26,48,23.8,3.8
09-02-2016 10:30,64,Tuesday,3,28,59,25.58333333,4.9
16-02-2016 10:30,64,Tuesday,3,30,62,22.16666667,5.2
23-02-2016 10:30,64,Tuesday,3,28,61,22.16666667,5.1
17-05-2016 10:30,64,Tuesday,3,34,64,27.23333333,5.4
26-01-2016 10:30,64,Tuesday,3,28,52,21.86666667,4.2
24-05-2016 10:30,64,Tuesday,3,23,57,24.61666667,4.7
31-05-2016 10:30,64,Tuesday,3,34,58,25.06666667,4.8
07-06-2016 10:30,64,Tuesday,3,26,57,24.33333333,4.7
14-06-2016 10:30,64,Tuesday,3,23,56,20.53333333,4.6
21-06-2016 10:30,64,Tuesday,3,32,62,22.96666667,5.2
28-06-2016 10:30,64,Tuesday,3,34,53,21.35,4.3
05-07-2016 10:30,64,Tuesday,3,23,58,27.16666667,4.8
12-07-2016 10:30,64,Tuesday,3,23,55,20.85,4.5
19-07-2016 10:30,64,Tuesday,3,23,55,23.65,4.5
26-07-2016 10:30,64,Tuesday,3,28,62,23.3,5.2
02-08-2016 10:30,64,Tuesday,3,26,56,21.8,4.6
09-08-2016 10:30,64,Tuesday,3,28,56,20.36666667,4.6
16-08-2016 10:30,64,Tuesday,3,26,54,19.01666667,4.4
23-08-2016 10:30,64,Tuesday,3,26,59,22.01666667,4.9
30-08-2016 10:30,64,Tuesday,3,32,60,23.51666667,5
06-09-2016 10:30,64,Tuesday,3,32,61,20.63333333,5.1
13-09-2016 10:30,64,Tuesday,3,34,61,19.48333333,5.1
13-04-2016 19:00,115,Wednesday,4,30,57,25.4,4.7
03-02-2016 19:00,115,Wednesday,4,27,55,25.81666667,4.5
16-12-2015 19:00,115,Wednesday,4,29,46,37.51666667,3.6
20-04-2016 19:00,115,Wednesday,4,28,63,32.33333333,5.3
27-04-2016 19:00,115,Wednesday,4,24,55,24.08333333,4.5
02-03-2016 19:00,115,Wednesday,4,26,61,22.43333333,5.1
04-05-2016 19:00,115,Wednesday,4,26,58,18,4.8
11-05-2016 19:00,115,Wednesday,4,28,57,25.86666667,4.7
09-03-2016 19:00,115,Wednesday,4,26,63,24.05,5.3
16-03-2016 19:00,115,Wednesday,4,30,69,27.51666667,5.9
17-12-2015 19:30,118,Thursday,5,29,54,26.51666667,4.4
14-04-2016 19:30,118,Thursday,5,24,57,25.25,4.7
21-04-2016 19:30,118,Thursday,5,23,62,22.4,5.2
28-04-2016 19:30,118,Thursday,5,24,57,24.93333333,4.7
03-03-2016 19:30,118,Thursday,5,26,61,21.73333333,5.1
05-05-2016 19:30,118,Thursday,5,28,61,23.93333333,5.1
12-05-2016 19:30,118,Thursday,5,23,57,25.23333333,4.7
10-03-2016 19:30,118,Thursday,5,11,61,26.31666667,5.1
17-03-2016 19:30,118,Thursday,5,34,67,23.45,5.7
24-03-2016 19:30,118,Thursday,5,23,58,26.91666667,4.8
18-12-2015 20:00,121,Friday,6,11,53,30.61666667,4.3
15-04-2016 20:00,121,Friday,6,23,61,24.06666667,5.1
22-04-2016 20:00,121,Friday,6,23,58,22.73333333,4.8
29-04-2016 20:00,121,Friday,6,24,55,24.08333333,4.5
12-02-2016 20:00,121,Friday,6,27,60,21.63333333,5
04-03-2016 20:00,121,Friday,6,27,63,24.16666667,5.3
06-05-2016 20:00,121,Friday,6,28,58,25.56666667,4.8
13-05-2016 20:00,121,Friday,6,32,58,25.1,4.8
11-03-2016 20:00,121,Friday,6,11,54,27.38333333,4.4
18-03-2016 20:00,121,Friday,6,28,58,27.36666667,4.8
25-03-2016 20:00,121,Friday,6,23,58,24.5,4.8
05-02-2016 20:00,121,Friday,6,29,55,16.88333333,4.5
12-02-2016 20:00,121,Friday,6,27,60,21.63333333,5
19-02-2016 20:00,121,Friday,6,26,53,24.9,4.3
26-02-2016 20:00,121,Friday,6,26,58,24.85,4.8
