Date,Zone,Day,CodedDay,CodedWeather,Temperature,Realtime,AOR
26-04-2016 10:30,64,Tuesday,3,26,53,20,3
03-05-2016 10:30,64,Tuesday,3,26,56,11.4,3.3
10-05-2016 10:30,64,Tuesday,3,30,56,17.33333333,3.3
08-03-2016 10:30,64,Tuesday,3,28,59,14.86666667,3.6
15-03-2016 10:30,64,Tuesday,3,30,53,16.45,3
22-03-2016 10:30,64,Tuesday,3,30,56,20.9,3.3
29-03-2016 10:30,64,Tuesday,3,32,53,16.9,3
02-02-2016 10:30,64,Tuesday,3,26,48,17.3,2.5
09-02-2016 10:30,64,Tuesday,3,28,59,19.08333333,3.6
16-02-2016 10:30,64,Tuesday,3,30,62,15.66666667,3.9
23-02-2016 10:30,64,Tuesday,3,28,61,15.66666667,3.8
17-05-2016 10:30,64,Tuesday,3,34,64,20.73333333,4.1
26-01-2016 10:30,64,Tuesday,3,28,52,15.36666667,2.9
24-05-2016 10:30,64,Tuesday,3,23,57,18.11666667,3.4
31-05-2016 10:30,64,Tuesday,3,34,58,18.56666667,3.5
07-06-2016 10:30,64,Tuesday,3,26,57,17.83333333,3.4
14-06-2016 10:30,64,Tuesday,3,23,56,14.03333333,3.3
21-06-2016 10:30,64,Tuesday,3,32,62,16.46666667,3.9
28-06-2016 10:30,64,Tuesday,3,34,53,14.85,3
05-07-2016 10:30,64,Tuesday,3,23,58,20.66666667,3.5
12-07-2016 10:30,64,Tuesday,3,23,55,14.35,3.2
19-07-2016 10:30,64,Tuesday,3,23,55,17.15,3.2
26-07-2016 10:30,64,Tuesday,3,28,62,16.8,3.9
02-08-2016 10:30,64,Tuesday,3,26,56,15.3,3.3
09-08-2016 10:30,64,Tuesday,3,28,56,13.86666667,3.3
16-08-2016 10:30,64,Tuesday,3,26,54,12.51666667,3.1
23-08-2016 10:30,64,Tuesday,3,26,59,15.51666667,3.6
30-08-2016 10:30,64,Tuesday,3,32,60,17.01666667,3.7
06-09-2016 10:30,64,Tuesday,3,32,61,14.13333333,3.8
13-09-2016 10:30,64,Tuesday,3,34,61,12.98333333,3.8
13-04-2016 19:00,115,Wednesday,4,30,57,18.9,3.4
03-02-2016 19:00,115,Wednesday,4,27,55,19.31666667,3.2
16-12-2015 19:00,115,Wednesday,4,29,46,31.01666667,2.3
20-04-2016 19:00,115,Wednesday,4,28,63,25.83333333,4
27-04-2016 19:00,115,Wednesday,4,24,55,17.58333333,3.2
02-03-2016 19:00,115,Wednesday,4,26,61,15.93333333,3.8
04-05-2016 19:00,115,Wednesday,4,26,58,11.5,3.5
11-05-2016 19:00,115,Wednesday,4,28,57,19.36666667,3.4
09-03-2016 19:00,115,Wednesday,4,26,63,17.55,4
16-03-2016 19:00,115,Wednesday,4,30,69,21.01666667,4.6
17-12-2015 19:30,118,Thursday,5,29,54,20.01666667,3.1
14-04-2016 19:30,118,Thursday,5,24,57,18.75,3.4
21-04-2016 19:30,118,Thursday,5,23,62,15.9,3.9
28-04-2016 19:30,118,Thursday,5,24,57,18.43333333,3.4
03-03-2016 19:30,118,Thursday,5,26,61,15.23333333,3.8
05-05-2016 19:30,118,Thursday,5,28,61,17.43333333,3.8
12-05-2016 19:30,118,Thursday,5,23,57,18.73333333,3.4
10-03-2016 19:30,118,Thursday,5,11,61,19.81666667,3.8
17-03-2016 19:30,118,Thursday,5,34,67,16.95,4.4
24-03-2016 19:30,118,Thursday,5,23,58,20.41666667,3.5
18-12-2015 20:00,121,Friday,6,11,53,24.11666667,3
15-04-2016 20:00,121,Friday,6,23,61,17.56666667,3.8
22-04-2016 20:00,121,Friday,6,23,58,16.23333333,3.5
29-04-2016 20:00,121,Friday,6,24,55,17.58333333,3.2
12-02-2016 20:00,121,Friday,6,27,60,15.13333333,3.7
04-03-2016 20:00,121,Friday,6,27,63,17.66666667,4
06-05-2016 20:00,121,Friday,6,28,58,19.06666667,3.5
13-05-2016 20:00,121,Friday,6,32,58,18.6,3.5
11-03-2016 20:00,121,Friday,6,11,54,20.88333333,3.1
18-03-2016 20:00,121,Friday,6,28,58,20.86666667,3.5
25-03-2016 20:00,121,Friday,6,23,58,18,3.5
05-02-2016 20:00,121,Friday,6,29,55,10.38333333,3.2
12-02-2016 20:00,121,Friday,6,27,60,15.13333333,3.7
19-02-2016 20:00,121,Friday,6,26,53,18.4,3
26-02-2016 20:00,121,Friday,6,26,58,18.35,3.5
