Date,Zone,Day,CodedDay,CodedWeather,Temperature,Realtime,AOR
28-04-2016 19:30,118,Thursday,5,24,57,20.93333333,2.7
03-03-2016 19:30,118,Thursday,5,26,61,17.73333333,3.1
05-05-2016 19:30,118,Thursday,5,28,61,19.93333333,3.1
12-05-2016 19:30,118,Thursday,5,23,57,21.23333333,2.7
10-03-2016 19:30,118,Thursday,5,11,61,22.31666667,3.1
17-03-2016 19:30,118,Thursday,5,34,67,19.45,3.7
24-03-2016 19:30,118,Thursday,5,23,58,22.91666667,2.8
18-12-2015 20:00,121,Friday,6,11,53,26.61666667,2.3
15-04-2016 20:00,121,Friday,6,23,61,20.06666667,3.1
22-04-2016 20:00,121,Friday,6,23,58,18.73333333,2.8
29-04-2016 20:00,121,Friday,6,24,55,20.08333333,2.5
12-02-2016 20:00,121,Friday,6,27,60,17.63333333,3
04-03-2016 20:00,121,Friday,6,27,63,20.16666667,3.3
06-05-2016 20:00,121,Friday,6,28,58,21.56666667,2.8
13-05-2016 20:00,121,Friday,6,32,58,21.1,2.8
11-03-2016 20:00,121,Friday,6,11,54,23.38333333,2.4
18-03-2016 20:00,121,Friday,6,28,58,23.36666667,2.8
25-03-2016 20:00,121,Friday,6,23,58,20.5,2.8
05-02-2016 20:00,121,Friday,6,29,55,12.88333333,2.5
12-02-2016 20:00,121,Friday,6,27,60,17.63333333,3
19-02-2016 20:00,121,Friday,6,26,53,20.9,2.3
26-02-2016 20:00,121,Friday,6,26,58,20.85,2.8
